"enrollee_id","city","city_development_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target","quality","na_count"
25748,"city_23",0.899,"Male","Yes","No","Masters","STEM",">20","500-999","Pvt Ltd",">4",45,"Target.No",0,0
12898,"city_160",0.92,"Male","Yes","No","Graduate","Other","9","Unknown","Other","1",72,"Target.No",2,2
24876,"city_74",0.579,"Male","Yes","Part-Time","Masters","STEM","4","500-999","Pvt Ltd","1",64,"Target.No",0,0
16890,"city_21",0.624,"Male","Yes","No","Graduate","STEM","2","Unknown","Other","2",112,"Target.Yes",2,2
30004,"city_160",0.92,"Male","Yes","No","Graduate","STEM","11","<10","Pvt Ltd","1",72,"Target.No",0,0
21375,"city_21",0.624,"Female","No","Full-Time","Graduate","STEM","8","Unknown","Other","never",53,"Target.Yes",2,2
19597,"city_21",0.624,"Male","Yes","No","Graduate","STEM","7","100-500","Pvt Ltd","4",67,"Target.Yes",0,0
15379,"city_138",0.836,"Missing","Yes","Full-Time","Masters","STEM",">20","500-999","Pvt Ltd",">4",29,"Target.No",1,1
26565,"city_102",0.804,"Male","Yes","No","Masters","STEM","13","100-500","Pvt Ltd","1",21,"Target.No",0,0
5100,"city_103",0.92,"Male","Yes","No","Masters","STEM","14","50-99","Early Stage Startup","2",26,"Target.No",0,0
18874,"city_57",0.866,"Male","Yes","No","Graduate","STEM","6","100-500","Other","1",144,"Target.No",1,1
19424,"city_100",0.887,"Male","Yes","No","Graduate","STEM",">20","1000-4999","Public Sector",">4",22,"Target.No",0,0
30248,"city_103",0.92,"Male","Yes","No","Masters","STEM","16","100-500","Pvt Ltd",">4",105,"Target.No",0,0
8526,"city_74",0.579,"Missing","Yes","No","Graduate","STEM","7","50-99","Early Stage Startup","1",43,"Target.No",1,1
12767,"city_136",0.897,"Missing","Yes","No","Graduate","STEM","18","100-500","Pvt Ltd","4",81,"Target.No",1,1
10317,"city_75",0.939,"Male","Yes","No","Graduate","STEM","13","500-999","Pvt Ltd","1",17,"Target.No",0,0
3927,"city_16",0.91,"Male","Yes","No","Masters","Other",">20","10000+","Pvt Ltd","2",48,"Target.No",0,0
27246,"city_21",0.624,"Male","No","No","Graduate","STEM","<1","Unknown","Pvt Ltd","never",106,"Target.No",1,1
16953,"city_114",0.926,"Male","Yes","No","Graduate","STEM","3","500-999","Pvt Ltd","1",62,"Target.No",0,0
6533,"city_21",0.624,"Male","Yes","No","Graduate","STEM","4","1000-4999","Pvt Ltd","1",52,"Target.No",0,0
6595,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","6","50-99","Pvt Ltd","3",60,"Target.No",0,0
16757,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other","1",26,"Target.Yes",2,2
33219,"city_103",0.92,"Missing","No","Part-Time","Graduate","Other","6","10-49","Pvt Ltd","2",48,"Target.No",1,1
22192,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","Unknown","Other","1",39,"Target.Yes",2,2
16491,"city_114",0.926,"Male","Yes","No","Masters","STEM",">20","10000+","Pvt Ltd",">4",39,"Target.No",0,0
26737,"city_99",0.915,"Male","No","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",50,"Target.No",0,0
6404,"city_73",0.754,"Male","Yes","No","Masters","STEM","17","Unknown","Pvt Ltd",">4",52,"Target.No",1,1
7598,"city_46",0.762,"Missing","Yes","Part-Time","Graduate","STEM","9","50-99","Public Sector","2",298,"Target.No",3,1
24279,"city_158",0.766,"Missing","Yes","No","Graduate","STEM","3","50-99","Early Stage Startup","1",18,"Target.No",1,1
4913,"city_90",0.698,"Missing","Yes","Full-Time","Graduate","STEM","9","Unknown","Other","1",53,"Target.Yes",3,3
31583,"city_160",0.92,"Male","Yes","No","Graduate","STEM",">20","500-999","Pvt Ltd",">4",60,"Target.No",0,0
18398,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","10","5000-9999","Pvt Ltd","1",10,"Target.Yes",1,1
12577,"city_16",0.91,"Male","No","No","Phd","STEM",">20","500-999","Public Sector",">4",27,"Target.No",0,0
12376,"city_64",0.666,"Male","Yes","No","Graduate","Other","5","50-99","Pvt Ltd","3",26,"Target.No",0,0
24425,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","1","Unknown","Other","never",2,"Target.No",3,3
21589,"city_114",0.926,"Female","No","Full-Time","Graduate","STEM","3","10000+","Pvt Ltd","1",200,"Target.No",1,0
11581,"city_90",0.698,"Missing","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd","1",21,"Target.No",1,1
14330,"city_115",0.789,"Male","No","Full-Time","Graduate","STEM","5","50-99","Pvt Ltd","never",17,"Target.No",0,0
8986,"city_103",0.92,"Female","Yes","No","Graduate","Other","3","Unknown","Other","never",12,"Target.Yes",2,2
22804,"city_21",0.624,"Male","Yes","No","Graduate","STEM","7","50-99","Pvt Ltd","1",50,"Target.Yes",0,0
17715,"city_103",0.92,"Female","Yes","Part-Time","Masters","STEM","17","10000+","Pvt Ltd","1",94,"Target.No",0,0
15747,"city_19",0.682,"Male","No","Full-Time","High School","Other","<1","Unknown","Other","never",62,"Target.No",4,4
4817,"city_21",0.624,"Female","No","No","Graduate","STEM","2","10000+","Pvt Ltd","1",6,"Target.Yes",0,0
12604,"city_11",0.55,"Male","Yes","No","Graduate","STEM","3","10-49","Early Stage Startup","1",82,"Target.Yes",0,0
18716,"city_67",0.855,"Male","Yes","No","Graduate","STEM","10","10-49","Pvt Ltd","1",26,"Target.No",0,0
2438,"city_136",0.897,"Male","No","Full-Time","Masters","STEM","7","Unknown","Other","1",88,"Target.No",2,2
32036,"city_103",0.92,"Male","No","No","Masters","STEM",">20","Unknown","Other","1",102,"Target.Yes",2,2
16297,"city_21",0.624,"Missing","Yes","No","Masters","Other",">20","1000-4999","Pvt Ltd","1",72,"Target.Yes",1,1
21896,"city_157",0.769,"Male","No","No","High School","Other","1","Unknown","Other","1",35,"Target.No",3,3
30541,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",55,"Target.No",0,0
19964,"city_149",0.689,"Male","No","No","High School","Other","3","Unknown","Other","never",33,"Target.No",3,3
21162,"city_103",0.92,"Male","Yes","Part-Time","Graduate","STEM","3","100-500","NGO",">4",29,"Target.No",0,0
15917,"city_16",0.91,"Male","Yes","No","High School","Other","5","Unknown","Other","never",42,"Target.No",3,3
6408,"city_103",0.92,"Male","Yes","Full-Time","Graduate","Other",">20","<10","Pvt Ltd","1",36,"Target.No",0,0
20003,"city_16",0.91,"Male","Yes","No","Graduate","STEM","5","10-49","Pvt Ltd","1",172,"Target.No",0,0
26051,"city_114",0.926,"Male","Yes","No","Graduate","STEM","19","50-99","Pvt Ltd","1",168,"Target.No",0,0
31159,"city_21",0.624,"Male","Yes","No","Graduate","STEM","8","50-99","Pvt Ltd","1",10,"Target.Yes",0,0
4150,"city_103",0.92,"Male","No","No","Graduate","Other","4","5000-9999","Other","1",34,"Target.No",1,1
22560,"city_67",0.855,"Female","No","No","Masters","STEM","3","Unknown","Other","2",124,"Target.Yes",2,2
19297,"city_103",0.92,"Male","Yes","No","Graduate","STEM","9","10000+","Pvt Ltd","1",322,"Target.No",2,0
21498,"city_114",0.926,"Male","Yes","No","Masters","STEM","19","<10","Pvt Ltd",">4",7,"Target.No",0,0
6399,"city_103",0.92,"Missing","Yes","No","Graduate","STEM","8","50-99","Pvt Ltd","3",102,"Target.No",1,1
300,"city_160",0.92,"Male","Yes","No","Graduate","STEM",">20","50-99","Funded Startup","1",42,"Target.No",0,0
19124,"city_103",0.92,"Male","Yes","No","Masters","STEM",">20","1000-4999","Other",">4",161,"Target.No",0,0
26810,"city_16",0.91,"Female","No","Full-Time","Graduate","Other","5","10-49","Pvt Ltd","1",127,"Target.No",0,0
14349,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",111,"Target.No",0,0
31909,"city_75",0.939,"Male","No","Full-Time","Graduate","STEM","10","Unknown","Other","1",30,"Target.No",2,2
22476,"city_103",0.92,"Male","Yes","No","Masters","STEM","4","50-99","NGO","1",154,"Target.No",0,0
3102,"city_136",0.897,"Male","Yes","No","Phd","STEM","18","10-49","Pvt Ltd","1",256,"Target.No",1,0
14190,"city_21",0.624,"Male","No","Full-Time","Graduate","STEM","4","Unknown","Other","2",50,"Target.Yes",2,2
7483,"city_114",0.926,"Male","Yes","No","Masters","STEM","16","Unknown","Other","1",50,"Target.No",2,2
29042,"city_103",0.92,"Male","No","Part-Time","Graduate","STEM","5","10000+","Pvt Ltd","1",39,"Target.No",0,0
17723,"city_103",0.92,"Male","Yes","No","Graduate","Other","<1","100-500","NGO","1",34,"Target.No",0,0
4284,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","500-999","Pvt Ltd",">4",149,"Target.No",0,0
12975,"city_57",0.866,"Male","No","Full-Time","High School","Other","5","Unknown","Other","never",19,"Target.No",3,3
31751,"city_61",0.913,"Male","Yes","No","Graduate","STEM","12","5000-9999","Pvt Ltd","1",100,"Target.No",0,0
16786,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","5","Unknown","Pvt Ltd","1",21,"Target.Yes",2,2
21076,"city_103",0.92,"Male","Yes","No","Graduate","STEM","16","10000+","Pvt Ltd",">4",78,"Target.No",0,0
31815,"city_114",0.926,"Male","Yes","No","High School","Other","8","10000+","Pvt Ltd","2",85,"Target.No",1,1
21719,"city_36",0.893,"Male","Yes","No","Masters","STEM","4","500-999","Public Sector","1",18,"Target.No",0,0
7736,"city_90",0.698,"Male","Yes","No","High School","Other","7","<10","Funded Startup","1",48,"Target.No",1,1
3227,"city_136",0.897,"Male","No","Part-Time","Graduate","STEM","8","10000+","Pvt Ltd","2",6,"Target.No",0,0
21014,"city_16",0.91,"Missing","Yes","No","Graduate","Other","3","50-99","Funded Startup","1",212,"Target.No",2,1
18006,"city_16",0.91,"Male","Yes","No","Graduate","STEM","9","100-500","Pvt Ltd",">4",21,"Target.No",0,0
8883,"city_118",0.722,"Male","Yes","No","Graduate","STEM","14","100-500","Pvt Ltd","4",4,"Target.No",0,0
21061,"city_100",0.887,"Missing","No","No","Graduate","Other","<1","Unknown","Other","never",56,"Target.Yes",4,4
14612,"city_21",0.624,"Male","Yes","Full-Time","Masters","STEM","4","1000-4999","Pvt Ltd","1",320,"Target.Yes",2,0
24256,"city_33",0.448,"Male","No","No","Graduate","STEM","4","10-49","Public Sector","1",44,"Target.Yes",1,0
12567,"city_21",0.624,"Missing","No","Full-Time","Masters","STEM","5","<10","Other",">4",7,"Target.Yes",2,2
9078,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","4","Unknown","Other","1",74,"Target.Yes",3,3
30807,"city_103",0.92,"Male","No","Full-Time","High School","Other","7","Unknown","Other","never",69,"Target.No",3,3
31986,"city_103",0.92,"Male","Yes","No","Graduate","Other","5","Unknown","Other","1",42,"Target.Yes",2,2
9254,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","3","10-49","Pvt Ltd","1",156,"Target.Yes",1,1
32205,"city_71",0.884,"Male","Yes","No","Masters","STEM","3","<10","Pvt Ltd","1",56,"Target.No",0,0
582,"city_97",0.925,"Male","No","Full-Time","Masters","STEM","14","Unknown","Other","2",96,"Target.No",2,2
11315,"city_114",0.926,"Male","No","Full-Time","Graduate","STEM","4","Unknown","Other","4",24,"Target.Yes",2,2
5653,"city_67",0.855,"Missing","Yes","No","Graduate","STEM","5","Unknown","Other","1",86,"Target.No",3,3
24100,"city_36",0.893,"Male","No","Full-Time","Masters","STEM","10","1000-4999","Public Sector","2",37,"Target.No",0,0
25442,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","14","100-500","Pvt Ltd",">4",28,"Target.No",1,1
9026,"city_158",0.766,"Male","Yes","No","Graduate","STEM","6","50-99","Pvt Ltd","2",59,"Target.No",0,0
17943,"city_160",0.92,"Male","Yes","No","Graduate","STEM","13","500-999","Pvt Ltd","2",19,"Target.No",0,0
32051,"city_75",0.939,"Missing","Yes","No","Graduate","STEM","11","100-500","Pvt Ltd",">4",67,"Target.No",1,1
22659,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","1","500-999","Pvt Ltd","1",2,"Target.Yes",1,1
31883,"city_40",0.776,"Male","Yes","Part-Time","Graduate","STEM","5","50-99","Pvt Ltd","3",98,"Target.No",0,0
4407,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","1",50,"Target.Yes",1,1
13847,"city_114",0.926,"Male","Yes","No","High School","Other","7","10-49","Pvt Ltd",">4",96,"Target.No",1,1
24228,"city_21",0.624,"Male","No","Full-Time","Graduate","STEM","2","Unknown","Other","never",40,"Target.No",2,2
18245,"city_19",0.682,"Male","Yes","No","Graduate","STEM","1","10000+","Pvt Ltd","1",114,"Target.No",0,0
3703,"city_16",0.91,"Male","No","No","Graduate","STEM",">20","Unknown","Other","3",52,"Target.No",2,2
9313,"city_160",0.92,"Male","Yes","No","Graduate","STEM","4","50-99","Pvt Ltd","4",48,"Target.No",0,0
24209,"city_16",0.91,"Male","No","No","Graduate","STEM","2","<10","Pvt Ltd","1",25,"Target.No",0,0
22565,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","16","100-500","Pvt Ltd","2",35,"Target.No",0,0
31107,"city_103",0.92,"Male","Yes","No","Graduate","Other",">20","Unknown","Other",">4",150,"Target.Yes",4,4
1200,"city_114",0.926,"Female","Yes","No","Masters","STEM",">20","500-999","Pvt Ltd",">4",108,"Target.Yes",0,0
24736,"city_128",0.527,"Male","No","Full-Time","High School","Other","4","Unknown","Other","never",160,"Target.Yes",3,3
6347,"city_103",0.92,"Male","No","No","Masters","STEM",">20","Unknown","Other",">4",47,"Target.Yes",2,2
28441,"city_16",0.91,"Missing","Yes","No","Masters","Other","4","10-49","Pvt Ltd","4",72,"Target.Yes",1,1
16801,"city_16",0.91,"Missing","Yes","No","Graduate","STEM","14","Unknown","Pvt Ltd","1",45,"Target.No",2,2
12155,"city_136",0.897,"Male","Yes","No","Masters","STEM","7","100-500","Pvt Ltd","2",80,"Target.No",0,0
17461,"city_160",0.92,"Female","Yes","No","Graduate","STEM","9","Unknown","Other","2",55,"Target.Yes",2,2
3403,"city_71",0.884,"Male","Yes","No","Graduate","STEM","15","<10","Other","1",80,"Target.No",1,1
2220,"city_50",0.896,"Male","Yes","No","Graduate","STEM","9","50-99","Pvt Ltd",">4",29,"Target.Yes",0,0
25940,"city_73",0.754,"Male","Yes","No","Masters","STEM","10","10000+","Pvt Ltd","1",10,"Target.No",0,0
10063,"city_103",0.92,"Male","Yes","No","Masters","STEM",">20","100-500","Funded Startup","1",328,"Target.No",2,0
29878,"city_103",0.92,"Male","Yes","No","Graduate","Other","10","50-99","Pvt Ltd","1",90,"Target.No",0,0
2697,"city_16",0.91,"Missing","Yes","No","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",60,"Target.No",1,1
10591,"city_21",0.624,"Male","Yes","No","Graduate","STEM","4","500-999","Pvt Ltd","never",84,"Target.Yes",0,0
9240,"city_11",0.55,"Missing","Yes","No","Graduate","STEM","10","50-99","Pvt Ltd","1",158,"Target.No",1,1
11245,"city_103",0.92,"Male","Yes","Part-Time","Graduate","STEM","17","5000-9999","Pvt Ltd",">4",15,"Target.No",0,0
13579,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","6","100-500","Pvt Ltd","1",80,"Target.Yes",1,1
25793,"city_103",0.92,"Female","Yes","No","Graduate","STEM","8","100-500","Pvt Ltd","1",52,"Target.No",0,0
11289,"city_160",0.92,"Male","Yes","No","Graduate","STEM","8","100-500","Pvt Ltd","1",34,"Target.No",0,0
33175,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","8","10000+","Pvt Ltd","3",92,"Target.No",0,0
9084,"city_16",0.91,"Male","Yes","No","Graduate","STEM","11","10-49","Pvt Ltd","1",14,"Target.No",0,0
10946,"city_65",0.802,"Male","Yes","No","Graduate","STEM","7","10000+","Pvt Ltd","1",19,"Target.No",0,0
31457,"city_64",0.666,"Male","Yes","No","Graduate","STEM","16","100-500","Pvt Ltd","2",37,"Target.No",0,0
32387,"city_16",0.91,"Male","Yes","No","Graduate","STEM","2","50-99","Pvt Ltd","1",65,"Target.No",0,0
31488,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other","3",64,"Target.No",2,2
29569,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","100-500","Pvt Ltd","2",15,"Target.No",0,0
23131,"city_173",0.878,"Male","Yes","Full-Time","Graduate","STEM","10","Unknown","Other","4",53,"Target.Yes",2,2
22509,"city_136",0.897,"Missing","No","Full-Time","Masters","STEM","4","Unknown","Other","1",51,"Target.Yes",3,3
28998,"city_16",0.91,"Male","Yes","No","Graduate","STEM","11","50-99","Pvt Ltd",">4",17,"Target.No",0,0
23409,"city_103",0.92,"Missing","Yes","No","Graduate","Other","5","50-99","Pvt Ltd","1",60,"Target.No",3,3
15707,"city_100",0.887,"Male","Yes","No","Graduate","STEM","9","Unknown","Other","2",6,"Target.Yes",2,2
18335,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","4","Unknown","Other","1",94,"Target.No",2,2
33375,"city_103",0.92,"Male","Yes","No","Graduate","STEM","16","50-99","Public Sector","1",51,"Target.No",0,0
20489,"city_16",0.91,"Male","Yes","No","Masters","STEM",">20","50-99","Pvt Ltd",">4",64,"Target.No",0,0
23828,"city_67",0.855,"Female","No","Full-Time","Graduate","STEM","3","Unknown","Other","1",21,"Target.No",2,2
32942,"city_24",0.698,"Male","Yes","No","Masters","STEM",">20","10-49","Pvt Ltd",">4",9,"Target.No",0,0
32848,"city_28",0.939,"Male","No","No","Graduate","STEM","4","50-99","Pvt Ltd","1",97,"Target.No",0,0
28147,"city_16",0.91,"Male","Yes","No","Graduate","STEM","16","1000-4999","Other",">4",67,"Target.No",0,0
27227,"city_16",0.91,"Male","Yes","No","Graduate","STEM","11","<10","Pvt Ltd","1",119,"Target.No",0,0
3941,"city_160",0.92,"Male","Yes","No","Graduate","STEM","15","50-99","Pvt Ltd","1",144,"Target.No",0,0
15059,"city_160",0.92,"Missing","Yes","Full-Time","Graduate","STEM","12","500-999","Pvt Ltd","1",10,"Target.No",1,1
4358,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",62,"Target.No",2,2
15029,"city_103",0.92,"Male","Yes","Part-Time","Graduate","STEM","4","1000-4999","Pvt Ltd","1",66,"Target.No",0,0
17831,"city_21",0.624,"Missing","No","Full-Time","High School","Other","3","Unknown","Other","never",17,"Target.Yes",4,4
23404,"city_21",0.624,"Male","Yes","No","Graduate","STEM","11","Unknown","Other","1",12,"Target.No",2,2
7727,"city_75",0.939,"Male","Yes","No","Masters","STEM","9","100-500","Pvt Ltd","1",94,"Target.No",0,0
1800,"city_11",0.55,"Male","Yes","No","Graduate","STEM","3","50-99","Pvt Ltd","1",156,"Target.Yes",0,0
24095,"city_114",0.926,"Male","Yes","No","Graduate","STEM",">20","500-999","Public Sector","4",204,"Target.No",1,0
25289,"city_16",0.91,"Male","Yes","No","Graduate","STEM","14","500-999","Pvt Ltd","1",80,"Target.No",0,0
24135,"city_21",0.624,"Male","Yes","Full-Time","Masters","STEM","2","10-49","Pvt Ltd","1",246,"Target.Yes",1,0
28434,"city_160",0.92,"Missing","Yes","Part-Time","Graduate","STEM","6","50-99","Funded Startup","1",23,"Target.No",1,1
1204,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","Unknown","Public Sector","1",140,"Target.Yes",1,1
4017,"city_103",0.92,"Male","Yes","No","Graduate","Other",">20","10-49","Early Stage Startup","2",43,"Target.No",0,0
15154,"city_78",0.579,"Male","Yes","No","Graduate","STEM","11","50-99","Pvt Ltd","1",10,"Target.Yes",0,0
10764,"city_97",0.925,"Male","Yes","No","Graduate","STEM","12","500-999","Pvt Ltd","2",188,"Target.No",0,0
27027,"city_123",0.738,"Male","Yes","No","Masters","STEM","15","10000+","Pvt Ltd","1",17,"Target.Yes",0,0
6844,"city_21",0.624,"Male","No","No","Primary School","Other","2","Unknown","Other","never",4,"Target.No",3,3
25856,"city_99",0.915,"Male","Yes","No","Graduate","STEM","6","<10","Pvt Ltd","2",188,"Target.Yes",0,0
982,"city_40",0.776,"Missing","No","Part-Time","Graduate","STEM","3","Unknown","Other","1",34,"Target.Yes",4,4
12764,"city_103",0.92,"Missing","No","No","Graduate","STEM","4","50-99","Pvt Ltd","4",130,"Target.No",1,1
1087,"city_65",0.802,"Male","Yes","No","Graduate","STEM","19","500-999","Pvt Ltd",">4",163,"Target.No",0,0
28876,"city_103",0.92,"Male","Yes","No","Graduate","STEM","16","10000+","Pvt Ltd",">4",94,"Target.No",0,0
16382,"city_21",0.624,"Male","No","Full-Time","Masters","STEM","<1","10000+","Pvt Ltd","2",51,"Target.Yes",0,0
25019,"city_94",0.698,"Male","No","Part-Time","Graduate","STEM","1","10-49","Other","1",55,"Target.No",1,1
13608,"city_50",0.896,"Male","Yes","No","Graduate","STEM","6","1000-4999","Pvt Ltd","1",46,"Target.No",0,0
33105,"city_116",0.743,"Male","Yes","No","High School","Other","12","100-500","Pvt Ltd","1",26,"Target.No",1,1
3785,"city_103",0.92,"Female","No","No","Graduate","Other","17","100-500","NGO",">4",84,"Target.No",0,0
8747,"city_45",0.89,"Male","Yes","No","Graduate","STEM","6","1000-4999","Pvt Ltd","1",34,"Target.No",0,0
16764,"city_16",0.91,"Missing","Yes","No","Graduate","STEM",">20","Unknown","Other","2",19,"Target.Yes",3,3
9559,"city_103",0.92,"Missing","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",100,"Target.No",1,1
6949,"city_21",0.624,"Male","No","Full-Time","High School","Other","4","Unknown","Other","never",56,"Target.Yes",3,3
15206,"city_114",0.926,"Male","Yes","No","Masters","STEM","12","10000+","Pvt Ltd","1",5,"Target.No",0,0
30476,"city_16",0.91,"Missing","Yes","No","Graduate","STEM",">20","10000+","Pvt Ltd","3",73,"Target.No",1,1
30765,"city_139",0.487,"Female","Yes","No","Masters","Other","<1","Unknown","Pvt Ltd","never",12,"Target.Yes",2,2
3444,"city_160",0.92,"Male","Yes","No","Graduate","STEM","14","10-49","Pvt Ltd","1",146,"Target.No",0,0
31463,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","1","Unknown","Pvt Ltd","never",16,"Target.Yes",2,2
25684,"city_173",0.878,"Male","Yes","No","High School","Other","6","50-99","Other","1",70,"Target.No",2,2
5132,"city_19",0.682,"Male","No","Full-Time","Graduate","STEM","7","Unknown","Pvt Ltd","never",21,"Target.Yes",1,1
15236,"city_16",0.91,"Male","Yes","No","Graduate","STEM","17","50-99","Pvt Ltd","1",118,"Target.No",0,0
25724,"city_16",0.91,"Male","No","No","Masters","STEM","14","10000+","NGO",">4",88,"Target.No",0,0
20589,"city_21",0.624,"Male","No","Part-Time","Masters","STEM","1","<10","Public Sector","never",53,"Target.No",0,0
30815,"city_103",0.92,"Male","Yes","No","Graduate","Other",">20","1000-4999","Pvt Ltd",">4",40,"Target.No",0,0
22110,"city_103",0.92,"Female","Yes","Full-Time","Masters","STEM",">20","Unknown","Other","3",80,"Target.No",2,2
20093,"city_103",0.92,"Male","Yes","No","Masters","Other",">20","50-99","Funded Startup","3",46,"Target.No",0,0
31779,"city_134",0.698,"Missing","Yes","No","Masters","STEM","6","Unknown","Other","1",36,"Target.No",4,4
12837,"city_103",0.92,"Missing","Yes","No","High School","Other","10","Unknown","Other","1",6,"Target.No",4,4
14372,"city_160",0.92,"Missing","Yes","No","Masters","STEM",">20","100-500","Pvt Ltd",">4",52,"Target.No",1,1
24421,"city_16",0.91,"Male","No","No","Graduate","STEM","4","Unknown","Other","3",13,"Target.Yes",2,2
2299,"city_21",0.624,"Missing","Yes","No","Graduate","STEM",">20","10-49","Other","1",182,"Target.Yes",4,4
2548,"city_104",0.924,"Male","Yes","No","Graduate","STEM","10","100-500","Pvt Ltd","1",54,"Target.No",0,0
4473,"city_21",0.624,"Male","Yes","No","Graduate","STEM","15","500-999","Funded Startup","2",75,"Target.Yes",0,0
11879,"city_136",0.897,"Female","Yes","No","Masters","Other","8","1000-4999","Pvt Ltd","1",56,"Target.No",0,0
32240,"city_160",0.92,"Missing","No","Full-Time","High School","Other","<1","Unknown","Other","1",42,"Target.No",4,4
31499,"city_21",0.624,"Male","No","No","Graduate","STEM","8","10-49","Early Stage Startup","never",34,"Target.No",0,0
32012,"city_103",0.92,"Male","Yes","No","Masters","STEM","12","1000-4999","Pvt Ltd","4",66,"Target.No",0,0
11562,"city_67",0.855,"Male","Yes","No","Masters","STEM","10","Unknown","Other","4",244,"Target.No",3,2
24141,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd","4",25,"Target.No",0,0
24478,"city_83",0.923,"Male","Yes","No","Masters","STEM","16","50-99","Pvt Ltd","1",96,"Target.No",0,0
2467,"city_21",0.624,"Male","Yes","No","Graduate","STEM","7","50-99","Funded Startup","1",130,"Target.No",0,0
30483,"city_21",0.624,"Male","No","No","Graduate","STEM","5","Unknown","Other","1",50,"Target.No",2,2
29777,"city_160",0.92,"Male","Yes","No","Graduate","STEM","5","10-49","Pvt Ltd","3",34,"Target.No",0,0
7216,"city_114",0.926,"Missing","Yes","No","Graduate","STEM","4","50-99","Pvt Ltd","1",86,"Target.No",1,1
33275,"city_71",0.884,"Missing","Yes","No","Masters","STEM","9","Unknown","Other","1",12,"Target.No",3,3
26460,"city_16",0.91,"Male","Yes","No","Graduate","STEM","17","<10","Pvt Ltd",">4",20,"Target.No",0,0
32301,"city_136",0.897,"Male","Yes","No","Graduate","STEM","6","<10","Early Stage Startup","1",260,"Target.No",1,0
22722,"city_71",0.884,"Missing","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",24,"Target.Yes",3,3
23209,"city_160",0.92,"Male","No","Full-Time","Masters","STEM","16","Unknown","Other","4",72,"Target.Yes",2,2
1224,"city_103",0.92,"Missing","No","Full-Time","Masters","STEM","10","10000+","Public Sector","1",6,"Target.Yes",2,2
3051,"city_21",0.624,"Missing","Yes","Full-Time","Graduate","STEM","12","10-49","Pvt Ltd",">4",21,"Target.Yes",1,1
13974,"city_36",0.893,"Male","Yes","No","Masters","STEM",">20","50-99","Pvt Ltd","1",40,"Target.No",0,0
19525,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","3","50-99","Pvt Ltd","2",100,"Target.Yes",1,1
3512,"city_136",0.897,"Male","Yes","No","Masters","STEM","9","50-99","Pvt Ltd","2",39,"Target.No",0,0
14314,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",30,"Target.No",0,0
6915,"city_103",0.92,"Male","No","No","Masters","STEM","17","100-500","NGO",">4",38,"Target.No",0,0
27293,"city_75",0.939,"Male","Yes","No","Primary School","Other","13","<10","Funded Startup","4",32,"Target.Yes",1,1
32299,"city_21",0.624,"Male","No","Full-Time","Masters","STEM","3","Unknown","Other","never",23,"Target.No",2,2
21903,"city_28",0.939,"Male","Yes","No","High School","Other",">20","Unknown","Other",">4",92,"Target.No",3,3
33087,"city_71",0.884,"Male","Yes","No","Masters","STEM","11","100-500","Pvt Ltd","1",106,"Target.No",0,0
25359,"city_21",0.624,"Male","Yes","No","Graduate","STEM","4","<10","Other","2",12,"Target.Yes",0,0
22637,"city_16",0.91,"Male","No","Part-Time","Masters","STEM",">20","10000+","Pvt Ltd",">4",26,"Target.No",0,0
9467,"city_114",0.926,"Male","Yes","No","Masters","STEM",">20","10-49","Pvt Ltd",">4",60,"Target.No",0,0
